Assessment Area ,Station ,Transect (NS or EW),25m Buoy,50m Buoy,Position (Meter Mark),Actual position (if altered),Sediment Depth (cm) / Excavation Depth ,Exposed Hardbottom ,Sediment over hardbottom,Sediment Only,"Type of sediments (sand, fines, mix)",Description (layers)
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,24,,0.25,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,25,,0.25,,X,,Fine,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,26,,0.5,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,27,,0.8,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,28,,0.35,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,29,,0.35,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,30,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,31,,0.35,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,32,,0.45,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,33,,0.4,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,34,,1.9,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,35,,0.1,,X,,Mixed,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,36,,0.5,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,37,,0.3,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,38,,0.5,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,39,,0.15,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,40,,0.15,,X,,Mixed,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,41,,0.1,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,42,,0.4,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,43,,0.3,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,44,,0.2,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,45,,0.2,,X,,Fine,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,46,,0.4,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,47,,0.45,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,48,,0.2,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,49,,0.3,,,,,
Reef 2_N_RR,R2N-75-RR,NS,32.1,50.0,50,,1.15,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,0,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,1,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,2,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,3,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,4,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,5,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,6,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,7,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,8,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,9,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,10,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,11,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,12,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,13,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,14,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,15,,0.7,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,16,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,17,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,18,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,19,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,20,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,21,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,22,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,23,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,24,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,25,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,26,,0.7,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,27,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,28,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,29,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,30,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,31,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,32,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,33,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,34,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,35,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,36,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,37,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,38,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,39,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,40,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,41,,0.7,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,42,,0.2,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,43,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,44,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,45,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,NS,27,52,46,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,47,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,48,,0.1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,49,,1,,,,,
Reef 2_N_RR,R2N-150-RR,NS,27,52,50,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,0,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,1,,0.4,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,2,2.2,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,3,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,4,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,5,,0.3,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,6,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,7,,0.4,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,8,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,9,,0.25,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,10,10.1,0.3,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,11,,0.8,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,12,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,13,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,14,,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,15,,0.8,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,16,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,17,,2,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,18,,0.6,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,19,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,20,,0.3,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,21,,1.8,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,22,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,23,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,24,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,25,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,26,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,27,,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,28,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,29,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,30,30.1,1,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,31,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,32,,0.4,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,33,,1.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,34,,0.8,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,35,,2,,X,,Mixed,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,36,,0.4,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,37,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,38,,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,39,,0.8,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,40,,0.3,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,41,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,42,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,43,,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,44,,1,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,45,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,46,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,47,,0.3,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,48,48.2,0.8,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,49,,0.5,,,,,
Reef 2_N_RR,R2N-150-RR,EW,27,53.8,50,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,0,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,1,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,2,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,3,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,4,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,5,,4,,X,,Mixed,Excavation-No layers visible in photos
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,6,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,7,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,8,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,9,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,10,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,11,,2.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,12,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,13,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,14,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,15,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,16,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,17,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,18,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,19,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,20,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,21,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,22,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,23,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,24,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,25,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,26,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,27,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,28,,0.7,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,29,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,30,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,31,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,32,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,33,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,34,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,35,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,36,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,37,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,38,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,39,,2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,40,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,41,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,42,42.1,0.1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,43,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,44,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,45,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,46,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,47,,1,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,48,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,49,,0.2,,,,,
Reef 2_N_RR,R2N-250-RR,NS,25.8,51.5,50,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,0,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,1,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,2,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,3,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,4,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,5,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,6,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,7,,0.4,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,8,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,9,,0.7,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,10,,1,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,11,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,12,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,13,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,14,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,15,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,16,,0.3,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,17,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,18,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,19,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,20,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,21,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,22,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,23,,0.8,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,24,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,25,,1,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,26,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,27,,1.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,28,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,29,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,30,,1,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,31,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,32,,0.8,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,33,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,34,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,35,,2.5,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,36,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,37,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,38,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,39,,1.8,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,40,,0.5,,X,,Fine,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,41,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,42,,1,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,43,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,44,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,45,,1,,X,,Mixed,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,46,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,47,,2,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,48,,0.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,49,,1.5,,,,,
Reef 2_N_RR,R2N-250-RR,EW,25.5,49.7,50,,1.7,,X,,Fine,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,0,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,1,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,2,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,3,,0.3,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,4,4.4,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,5,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,6,,1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,7,,1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,8,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,9,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,10,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,11,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,12,,0.1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,13,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,14,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,15,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,16,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,17,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,18,,0.1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,19,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,20,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,21,,0.8,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,22,,0.3,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,23,,0.1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,24,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,25,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,26,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,27,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,28,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,29,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,30,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,31,,0.6,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,32,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,33,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,34,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,35,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,36,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,37,,0.3,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,38,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,39,,0.4,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,40,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,41,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,42,,0.1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,43,,0.6,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,44,,0.1,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,45,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,46,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,47,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,48,,0.3,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,49,,0.2,,,,,
Reef 2_N_RR,R2N1-350-RR,NS,26.8,53,50,50.1,0.2,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,0,,1,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,1,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,2,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,3,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,4,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,5,,0.75,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,6,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,7,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,8,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,9,,0.25,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,10,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,11,,0.25,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,12,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,13,,0.25,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,14,,0.25,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,15,,1,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,16,,0.25,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,17,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,18,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,19,,0.15,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,20,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,21,,1.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,22,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,23,,0.79,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,24,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,25,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,26,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,27,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,28,,1,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,29,,0.9,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,30,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,31,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,32,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,33,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,34,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,35,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,36,,1,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,37,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,38,,0.5,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,39,,0.75,,,,,
Reef 2_N_RR,R2N1-350-RR,EW,21.2,49.7,40,,0.25,,X,,Mixed,
